date,order_id,product,category,region,quantity,unit_price,total_amount
2024-05-15,ORD-000667,Laptop Stand,Accessories,West,3,79.2,237.6
2024-05-28,ORD-000668,Laptop Pro,Electronics,East,1,1275.8,1275.8
2024-01-24,ORD-000669,Soundbar,Audio,North,1,266.32,266.32
2024-11-14,ORD-000670,Phone Case,Accessories,East,4,33.0,132.0
2024-02-28,ORD-000671,Smartphone Ultra,Electronics,West,2,1277.95,2555.9
2024-12-19,ORD-000672,Smart Ring,Wearables,West,4,172.31,689.24
2024-03-22,ORD-000673,Fitness Tracker,Wearables,North,1,100.87,100.87
2024-12-13,ORD-000674,Health Monitor,Wearables,West,5,267.19,1335.95
2024-11-09,ORD-000675,Keyboard Cover,Accessories,North,3,36.57,109.71
2024-07-29,ORD-000676,Laptop Stand,Accessories,West,1,74.42,74.42
2024-01-07,ORD-000677,Laptop Pro,Electronics,South,3,613.93,1841.79
2024-02-18,ORD-000678,Studio Microphone,Audio,West,5,197.38,986.9
2024-03-17,ORD-000679,Laptop Stand,Accessories,North,4,34.19,136.76
2024-09-10,ORD-000680,Tablet X,Electronics,South,4,906.67,3626.68
2024-05-22,ORD-000681,"Smart TV 55""",Electronics,North,3,684.75,2054.25
2024-07-25,ORD-000682,Security Camera,Smart Home,South,4,151.1,604.4
2024-08-17,ORD-000683,"Smart TV 55""",Electronics,North,5,833.02,4165.1
2024-11-30,ORD-000684,Smart Ring,Wearables,North,4,192.22,768.88
2024-10-08,ORD-000685,"Smart TV 55""",Electronics,North,5,794.8,3974.0
2024-09-17,ORD-000686,Gaming Console,Electronics,South,3,1455.8,4367.4
2024-04-24,ORD-000687,AR Glasses,Wearables,West,1,213.49,213.49
2024-08-30,ORD-000688,Studio Microphone,Audio,East,5,275.56,1377.8
2024-01-02,ORD-000689,Smartwatch Series 5,Wearables,East,2,93.84,187.68
2024-12-25,ORD-000690,Earbuds Pro,Audio,North,3,205.25,615.75
2024-02-24,ORD-000691,Tablet X,Electronics,East,4,890.9,3563.6
2024-04-20,ORD-000692,Security Camera,Smart Home,West,4,71.25,285.0
2024-01-24,ORD-000693,Screen Protector,Accessories,North,4,17.53,70.12
2024-03-09,ORD-000694,Smart Ring,Wearables,West,5,346.3,1731.5
2024-08-09,ORD-000695,Gaming Console,Electronics,West,5,1183.45,5917.25
2024-03-06,ORD-000696,Security Camera,Smart Home,North,2,182.19,364.38
2024-09-15,ORD-000697,Health Monitor,Wearables,West,3,322.76,968.28
2024-05-20,ORD-000698,Health Monitor,Wearables,West,2,462.15,924.3
2024-03-11,ORD-000699,Earbuds Pro,Audio,West,2,174.9,349.8
2024-06-09,ORD-000700,Smart Lock,Smart Home,South,5,95.75,478.75
2024-12-17,ORD-000701,Phone Case,Accessories,East,3,53.68,161.04
2024-12-29,ORD-000702,Phone Case,Accessories,North,3,45.26,135.78
2024-12-07,ORD-000703,Studio Microphone,Audio,West,5,183.71,918.55
2024-01-07,ORD-000704,Smart Bulb Pack,Smart Home,North,4,223.03,892.12
2024-04-12,ORD-000705,"Smart TV 55""",Electronics,East,1,474.38,474.38
2024-02-01,ORD-000706,Screen Protector,Accessories,East,2,57.83,115.66
2024-02-22,ORD-000707,Keyboard Cover,Accessories,South,4,12.25,49.0
2024-12-20,ORD-000708,Voice Assistant,Smart Home,North,3,82.26,246.78
2024-10-09,ORD-000709,Smart Ring,Wearables,North,3,237.44,712.32
2024-04-25,ORD-000710,Smartphone Ultra,Electronics,East,4,543.69,2174.76
2024-04-09,ORD-000711,Smart Lock,Smart Home,East,2,192.45,384.9
2024-04-05,ORD-000712,Fitness Tracker,Wearables,South,1,492.54,492.54
2024-05-22,ORD-000713,Smart Thermostat,Smart Home,East,4,112.97,451.88
2024-01-03,ORD-000714,Phone Case,Accessories,East,3,50.87,152.61
2024-11-01,ORD-000715,Fitness Tracker,Wearables,North,3,67.96,203.88
2024-10-08,ORD-000716,Smart Bulb Pack,Smart Home,East,5,137.91,689.55
2024-09-23,ORD-000717,Smartphone Ultra,Electronics,North,2,930.46,1860.92
2024-07-25,ORD-000718,Security Camera,Smart Home,North,5,121.49,607.45
2024-06-18,ORD-000719,Bluetooth Speaker,Audio,East,3,312.68,938.04
2024-09-28,ORD-000720,Bluetooth Speaker,Audio,West,5,334.09,1670.45
2024-08-16,ORD-000721,Smart Thermostat,Smart Home,South,3,55.23,165.69
2024-12-15,ORD-000722,Smart Lock,Smart Home,East,1,83.63,83.63
2024-05-24,ORD-000723,Smartwatch Series 5,Wearables,North,5,223.63,1118.15
2024-08-16,ORD-000724,Smart Bulb Pack,Smart Home,West,5,143.14,715.7
2024-06-13,ORD-000725,Smartphone Ultra,Electronics,North,2,1377.93,2755.86
2024-09-30,ORD-000726,Tablet X,Electronics,North,5,1465.94,7329.7
2024-12-16,ORD-000727,Tablet X,Electronics,West,2,1104.39,2208.78
2024-11-27,ORD-000728,Tablet X,Electronics,North,4,945.3,3781.2
2024-01-20,ORD-000729,USB-C Hub,Accessories,North,3,42.14,126.42
2024-10-12,ORD-000730,Laptop Pro,Electronics,North,3,513.58,1540.74
2024-07-17,ORD-000731,Security Camera,Smart Home,West,4,230.41,921.64
2024-12-10,ORD-000732,Smart Ring,Wearables,North,4,192.37,769.48
2024-02-02,ORD-000733,Smart Thermostat,Smart Home,North,5,171.1,855.5
2024-05-28,ORD-000734,Smartphone Ultra,Electronics,East,1,1413.65,1413.65
2024-07-14,ORD-000735,Smart Thermostat,Smart Home,West,4,91.92,367.68
2024-03-10,ORD-000736,"Smart TV 55""",Electronics,West,2,487.58,975.16
2024-06-01,ORD-000737,Smart Bulb Pack,Smart Home,East,2,241.22,482.44
2024-03-04,ORD-000738,Gaming Console,Electronics,North,2,1349.71,2699.42
2024-10-07,ORD-000739,Gaming Console,Electronics,North,5,1015.98,5079.9
2024-04-18,ORD-000740,Bluetooth Speaker,Audio,West,3,269.44,808.32
2024-11-11,ORD-000741,Security Camera,Smart Home,East,2,65.4,130.8
2024-01-28,ORD-000742,USB-C Hub,Accessories,West,5,22.69,113.45
2024-05-08,ORD-000743,Smart Thermostat,Smart Home,North,1,93.93,93.93
2024-07-01,ORD-000744,Keyboard Cover,Accessories,South,3,44.09,132.27
2024-04-09,ORD-000745,USB-C Hub,Accessories,East,1,29.95,29.95
2024-12-21,ORD-000746,Smart Ring,Wearables,South,3,197.75,593.25
2024-08-07,ORD-000747,Smart Lock,Smart Home,South,3,110.18,330.54
2024-12-30,ORD-000748,Smartphone Ultra,Electronics,West,2,595.4,1190.8
2024-09-02,ORD-000749,Earbuds Pro,Audio,West,3,72.97,218.91
2024-10-09,ORD-000750,AR Glasses,Wearables,North,4,398.64,1594.56
2024-03-12,ORD-000751,Keyboard Cover,Accessories,South,3,15.73,47.19
2024-09-16,ORD-000752,Wireless Headphones,Audio,North,1,262.77,262.77
2024-04-18,ORD-000753,Smart Lock,Smart Home,North,5,119.12,595.6
2024-08-29,ORD-000754,Smart Bulb Pack,Smart Home,South,5,149.55,747.75
2024-05-28,ORD-000755,Soundbar,Audio,South,5,101.45,507.25
2024-07-05,ORD-000756,Health Monitor,Wearables,North,4,279.68,1118.72
2024-03-12,ORD-000757,Keyboard Cover,Accessories,West,5,57.88,289.4
2024-12-03,ORD-000758,Phone Case,Accessories,South,5,49.64,248.2
2024-04-28,ORD-000759,AR Glasses,Wearables,North,4,68.18,272.72
2024-09-22,ORD-000760,Earbuds Pro,Audio,East,2,104.88,209.76
2024-01-21,ORD-000761,Smart Ring,Wearables,East,1,463.05,463.05
2024-05-14,ORD-000762,Gaming Console,Electronics,South,3,1060.27,3180.81
2024-09-21,ORD-000763,Smart Ring,Wearables,East,1,214.37,214.37
2024-06-25,ORD-000764,Fitness Tracker,Wearables,West,3,282.36,847.08
2024-08-13,ORD-000765,Health Monitor,Wearables,South,2,52.96,105.92
2024-04-18,ORD-000766,USB-C Hub,Accessories,South,3,46.01,138.03
2024-12-04,ORD-000767,Phone Case,Accessories,South,1,35.35,35.35
2024-12-11,ORD-000768,AR Glasses,Wearables,West,4,374.11,1496.44
2024-01-12,ORD-000769,Fitness Tracker,Wearables,South,4,315.85,1263.4
2024-03-09,ORD-000770,Tablet X,Electronics,North,2,988.17,1976.34
2024-04-02,ORD-000771,Security Camera,Smart Home,West,3,42.29,126.87
2024-02-13,ORD-000772,Smart Lock,Smart Home,South,3,170.27,510.81
2024-03-28,ORD-000773,Health Monitor,Wearables,South,4,496.74,1986.96
2024-04-03,ORD-000774,Health Monitor,Wearables,East,5,114.21,571.05
2024-10-29,ORD-000775,Screen Protector,Accessories,North,5,74.55,372.75
2024-01-09,ORD-000776,Laptop Stand,Accessories,South,1,36.97,36.97
2024-11-06,ORD-000777,Smart Lock,Smart Home,North,2,180.55,361.1
2024-01-20,ORD-000778,Laptop Stand,Accessories,North,5,73.1,365.5
2024-10-03,ORD-000779,"Smart TV 55""",Electronics,North,5,1091.26,5456.3
2024-12-23,ORD-000780,Health Monitor,Wearables,West,1,239.3,239.3
2024-06-28,ORD-000781,Laptop Stand,Accessories,North,4,65.26,261.04
2024-02-12,ORD-000782,Fitness Tracker,Wearables,East,2,164.52,329.04
2024-01-03,ORD-000783,Smart Lock,Smart Home,North,2,119.89,239.78
2024-07-11,ORD-000784,Smart Lock,Smart Home,South,1,55.91,55.91
2024-08-06,ORD-000785,Soundbar,Audio,East,2,145.92,291.84
2024-11-09,ORD-000786,Studio Microphone,Audio,East,3,165.53,496.59
2024-09-04,ORD-000787,Fitness Tracker,Wearables,South,5,235.94,1179.7
2024-06-06,ORD-000788,Studio Microphone,Audio,East,3,207.56,622.68
2024-04-27,ORD-000789,Fitness Tracker,Wearables,West,1,434.74,434.74
2024-06-22,ORD-000790,USB-C Hub,Accessories,North,4,25.0,100.0
2024-02-16,ORD-000791,Laptop Stand,Accessories,South,1,77.51,77.51
2024-05-14,ORD-000792,Health Monitor,Wearables,South,1,245.91,245.91
2024-07-24,ORD-000793,Wireless Headphones,Audio,East,4,224.88,899.52
2024-11-23,ORD-000794,Smart Thermostat,Smart Home,West,2,238.05,476.1
2024-05-26,ORD-000795,Smartwatch Series 5,Wearables,South,5,140.76,703.8
2024-11-10,ORD-000796,Gaming Console,Electronics,South,2,912.65,1825.3
2024-03-21,ORD-000797,Smartphone Ultra,Electronics,North,1,587.1,587.1
2024-07-26,ORD-000798,Soundbar,Audio,South,4,142.99,571.96
2024-02-16,ORD-000799,Smart Thermostat,Smart Home,East,1,192.11,192.11
2024-04-25,ORD-000800,Smart Lock,Smart Home,South,3,106.57,319.71
2024-03-30,ORD-000801,Smart Ring,Wearables,West,3,308.7,926.1
2024-05-30,ORD-000802,Smart Thermostat,Smart Home,East,5,152.89,764.45
2024-10-21,ORD-000803,Gaming Console,Electronics,East,5,1448.04,7240.2
2024-06-22,ORD-000804,Smart Ring,Wearables,West,2,303.42,606.84
2024-02-29,ORD-000805,Health Monitor,Wearables,East,4,437.9,1751.6
2024-12-12,ORD-000806,"Smart TV 55""",Electronics,South,2,1060.38,2120.76
2024-10-01,ORD-000807,Soundbar,Audio,North,5,335.73,1678.65
2024-12-10,ORD-000808,Bluetooth Speaker,Audio,East,4,121.92,487.68
2024-06-09,ORD-000809,Gaming Console,Electronics,East,4,1417.67,5670.68
2024-09-12,ORD-000810,Keyboard Cover,Accessories,South,2,28.83,57.66
2024-04-27,ORD-000811,Phone Case,Accessories,South,2,71.08,142.16
2024-03-02,ORD-000812,Keyboard Cover,Accessories,North,1,34.91,34.91
2024-01-22,ORD-000813,Health Monitor,Wearables,West,5,52.97,264.85
2024-05-20,ORD-000814,Studio Microphone,Audio,West,5,130.92,654.6
2024-10-22,ORD-000815,Keyboard Cover,Accessories,South,2,29.61,59.22
2024-10-03,ORD-000816,Gaming Console,Electronics,North,4,1259.11,5036.44
2024-08-22,ORD-000817,Smart Bulb Pack,Smart Home,North,2,116.61,233.22
2024-01-07,ORD-000818,Voice Assistant,Smart Home,South,1,99.43,99.43
2024-11-09,ORD-000819,Health Monitor,Wearables,East,3,95.33,285.99
2024-08-29,ORD-000820,Keyboard Cover,Accessories,East,3,28.39,85.17
2024-08-02,ORD-000821,Bluetooth Speaker,Audio,East,2,189.6,379.2
2024-10-19,ORD-000822,Soundbar,Audio,South,2,119.47,238.94
2024-04-30,ORD-000823,Security Camera,Smart Home,West,3,209.11,627.33
2024-08-30,ORD-000824,Fitness Tracker,Wearables,North,2,115.62,231.24
2024-09-30,ORD-000825,Laptop Stand,Accessories,East,5,44.96,224.8
2024-01-25,ORD-000826,AR Glasses,Wearables,West,5,162.93,814.65
2024-08-31,ORD-000827,Tablet X,Electronics,North,3,372.03,1116.09
2024-10-13,ORD-000828,AR Glasses,Wearables,East,3,166.89,500.67
2024-12-13,ORD-000829,Wireless Headphones,Audio,South,3,161.75,485.25
2024-03-30,ORD-000830,Smart Lock,Smart Home,East,5,172.96,864.8
2024-08-16,ORD-000831,Earbuds Pro,Audio,North,4,245.41,981.64
2024-03-26,ORD-000832,Health Monitor,Wearables,East,2,178.93,357.86
2024-02-10,ORD-000833,Health Monitor,Wearables,South,1,307.23,307.23
2024-12-29,ORD-000834,Bluetooth Speaker,Audio,East,3,130.3,390.9
2024-07-04,ORD-000835,Voice Assistant,Smart Home,West,4,89.66,358.64
2024-03-05,ORD-000836,Fitness Tracker,Wearables,South,1,132.74,132.74
2024-02-22,ORD-000837,Wireless Headphones,Audio,North,4,97.37,389.48
2024-07-22,ORD-000838,"Smart TV 55""",Electronics,North,1,958.11,958.11
2024-12-01,ORD-000839,Smartphone Ultra,Electronics,West,1,1041.71,1041.71
2024-08-14,ORD-000840,Bluetooth Speaker,Audio,South,3,109.16,327.48
2024-01-18,ORD-000841,Keyboard Cover,Accessories,East,1,68.69,68.69
2024-05-19,ORD-000842,Soundbar,Audio,West,5,179.49,897.45
2024-08-21,ORD-000843,Keyboard Cover,Accessories,West,5,22.38,111.9
2024-09-03,ORD-000844,Smart Lock,Smart Home,South,3,98.12,294.36
2024-05-13,ORD-000845,"Smart TV 55""",Electronics,South,4,669.43,2677.72
2024-06-25,ORD-000846,Wireless Headphones,Audio,East,2,30.02,60.04
2024-09-01,ORD-000847,Health Monitor,Wearables,East,4,53.73,214.92
2024-04-28,ORD-000848,"Smart TV 55""",Electronics,North,5,1257.55,6287.75
2024-08-11,ORD-000849,Smart Bulb Pack,Smart Home,West,5,71.48,357.4
2024-07-12,ORD-000850,Phone Case,Accessories,South,4,60.04,240.16
2024-09-21,ORD-000851,Wireless Headphones,Audio,East,2,165.11,330.22
2024-04-06,ORD-000852,Studio Microphone,Audio,North,4,288.81,1155.24
2024-11-12,ORD-000853,Phone Case,Accessories,West,4,30.26,121.04
2024-01-10,ORD-000854,Studio Microphone,Audio,South,3,187.43,562.29
2024-05-24,ORD-000855,Gaming Console,Electronics,East,1,326.55,326.55
2024-02-16,ORD-000856,Laptop Stand,Accessories,South,2,60.89,121.78
2024-06-08,ORD-000857,"Smart TV 55""",Electronics,West,4,560.62,2242.48
2024-06-18,ORD-000858,Soundbar,Audio,North,1,253.01,253.01
2024-02-06,ORD-000859,USB-C Hub,Accessories,West,4,28.65,114.6
2024-07-14,ORD-000860,Phone Case,Accessories,North,3,72.69,218.07
2024-05-06,ORD-000861,Tablet X,Electronics,North,4,761.75,3047.0
2024-09-23,ORD-000862,Laptop Stand,Accessories,South,1,61.46,61.46
2024-06-14,ORD-000863,Smart Ring,Wearables,South,3,356.64,1069.92
2024-09-03,ORD-000864,Gaming Console,Electronics,East,3,925.1,2775.3
2024-02-27,ORD-000865,Screen Protector,Accessories,South,2,72.12,144.24
2024-10-26,ORD-000866,AR Glasses,Wearables,North,3,56.77,170.31
2024-10-24,ORD-000867,Fitness Tracker,Wearables,West,1,54.01,54.01
2024-05-07,ORD-000868,Security Camera,Smart Home,South,1,111.7,111.7
2024-11-16,ORD-000869,Smartwatch Series 5,Wearables,North,3,358.67,1076.01
2024-02-24,ORD-000870,Smartphone Ultra,Electronics,South,5,1073.48,5367.4
2024-11-26,ORD-000871,Fitness Tracker,Wearables,East,5,192.52,962.6
2024-07-02,ORD-000872,Fitness Tracker,Wearables,South,4,59.6,238.4
2024-10-13,ORD-000873,Wireless Headphones,Audio,East,4,185.29,741.16
2024-10-05,ORD-000874,Voice Assistant,Smart Home,East,2,71.74,143.48
2024-10-10,ORD-000875,Soundbar,Audio,South,5,118.09,590.45
2024-05-14,ORD-000876,Gaming Console,Electronics,East,3,486.02,1458.06
2024-07-13,ORD-000877,Smartwatch Series 5,Wearables,South,5,399.15,1995.75
2024-05-02,ORD-000878,Gaming Console,Electronics,East,5,1328.19,6640.95
2024-09-25,ORD-000879,Gaming Console,Electronics,West,2,1282.85,2565.7
2024-07-28,ORD-000880,Security Camera,Smart Home,East,3,164.86,494.58
2024-01-23,ORD-000881,Laptop Pro,Electronics,South,1,927.83,927.83
2024-04-08,ORD-000882,USB-C Hub,Accessories,North,4,24.14,96.56
2024-12-02,ORD-000883,Gaming Console,Electronics,West,4,1070.09,4280.36
2024-01-26,ORD-000884,Smart Lock,Smart Home,East,3,184.28,552.84
2024-04-16,ORD-000885,Keyboard Cover,Accessories,West,1,60.24,60.24
2024-07-03,ORD-000886,"Smart TV 55""",Electronics,West,1,1261.21,1261.21
2024-09-27,ORD-000887,Wireless Headphones,Audio,North,3,293.56,880.68
2024-09-22,ORD-000888,Smartphone Ultra,Electronics,North,2,393.51,787.02
2024-04-08,ORD-000889,Tablet X,Electronics,South,2,937.98,1875.96
2024-07-31,ORD-000890,Security Camera,Smart Home,North,5,152.84,764.2
2024-02-23,ORD-000891,Smart Bulb Pack,Smart Home,South,4,178.38,713.52
2024-12-02,ORD-000892,Keyboard Cover,Accessories,South,3,38.1,114.3
2024-06-10,ORD-000893,Smart Lock,Smart Home,East,3,127.45,382.35
2024-06-14,ORD-000894,Soundbar,Audio,South,4,274.53,1098.12
2024-05-10,ORD-000895,Smart Lock,Smart Home,East,5,77.05,385.25
2024-01-18,ORD-000896,Smart Ring,Wearables,East,1,481.91,481.91
2024-01-04,ORD-000897,Smart Thermostat,Smart Home,East,3,143.86,431.58
2024-12-19,ORD-000898,Phone Case,Accessories,East,1,69.89,69.89
2024-03-20,ORD-000899,Smart Lock,Smart Home,North,5,152.38,761.9
2024-05-15,ORD-000900,"Smart TV 55""",Electronics,East,2,726.78,1453.56
2024-02-17,ORD-000901,Security Camera,Smart Home,West,3,81.25,243.75
2024-09-04,ORD-000902,Security Camera,Smart Home,South,3,191.53,574.59
2024-10-31,ORD-000903,Health Monitor,Wearables,East,1,418.77,418.77
2024-06-20,ORD-000904,Gaming Console,Electronics,East,1,757.85,757.85
2024-04-26,ORD-000905,Smart Ring,Wearables,North,1,468.6,468.6
2024-06-12,ORD-000906,Smartwatch Series 5,Wearables,South,1,187.14,187.14
2024-01-26,ORD-000907,Studio Microphone,Audio,West,2,253.28,506.56
2024-04-23,ORD-000908,Health Monitor,Wearables,West,1,308.85,308.85
2024-02-12,ORD-000909,Soundbar,Audio,West,3,77.35,232.05
2024-02-13,ORD-000910,Smart Thermostat,Smart Home,West,3,150.58,451.74
2024-03-10,ORD-000911,Voice Assistant,Smart Home,West,2,200.23,400.46
2024-04-10,ORD-000912,Security Camera,Smart Home,South,5,137.32,686.6
2024-06-14,ORD-000913,USB-C Hub,Accessories,North,4,28.63,114.52
2024-04-07,ORD-000914,"Smart TV 55""",Electronics,East,3,808.24,2424.72
2024-03-27,ORD-000915,Studio Microphone,Audio,East,3,239.72,719.16
2024-01-23,ORD-000916,Voice Assistant,Smart Home,South,4,167.09,668.36
2024-02-27,ORD-000917,Screen Protector,Accessories,North,1,20.91,20.91
2024-01-08,ORD-000918,Keyboard Cover,Accessories,East,3,74.86,224.58
2024-06-18,ORD-000919,Smartphone Ultra,Electronics,South,1,840.06,840.06
2024-05-12,ORD-000920,Security Camera,Smart Home,West,5,74.83,374.15
2024-07-11,ORD-000921,Security Camera,Smart Home,North,1,182.91,182.91
2024-12-22,ORD-000922,Bluetooth Speaker,Audio,East,2,49.23,98.46
2024-02-04,ORD-000923,"Smart TV 55""",Electronics,West,1,1085.7,1085.7
2024-05-29,ORD-000924,Earbuds Pro,Audio,West,1,306.56,306.56
2024-06-10,ORD-000925,Laptop Stand,Accessories,West,1,45.59,45.59
2024-09-13,ORD-000926,Smart Lock,Smart Home,West,2,49.35,98.7
2024-06-05,ORD-000927,Smart Thermostat,Smart Home,East,5,38.74,193.7
2024-06-26,ORD-000928,Smart Ring,Wearables,East,1,384.97,384.97
2024-05-21,ORD-000929,Earbuds Pro,Audio,North,5,105.58,527.9
2024-10-11,ORD-000930,Soundbar,Audio,East,1,314.92,314.92
2024-12-02,ORD-000931,Phone Case,Accessories,South,4,33.92,135.68
2024-11-16,ORD-000932,"Smart TV 55""",Electronics,South,5,924.85,4624.25
2024-06-08,ORD-000933,Fitness Tracker,Wearables,East,4,307.79,1231.16
2024-10-24,ORD-000934,Health Monitor,Wearables,South,2,109.29,218.58
2024-03-10,ORD-000935,Screen Protector,Accessories,West,5,58.19,290.95
2024-02-04,ORD-000936,Keyboard Cover,Accessories,North,3,74.19,222.57
2024-01-16,ORD-000937,Screen Protector,Accessories,East,2,68.76,137.52
2024-03-18,ORD-000938,Smart Ring,Wearables,South,3,186.5,559.5
2024-11-11,ORD-000939,Tablet X,Electronics,East,5,521.69,2608.45
2024-04-28,ORD-000940,Smart Lock,Smart Home,South,5,164.71,823.55
2024-03-09,ORD-000941,Smartphone Ultra,Electronics,West,4,395.36,1581.44
2024-08-30,ORD-000942,Bluetooth Speaker,Audio,South,4,302.67,1210.68
2024-01-08,ORD-000943,Phone Case,Accessories,East,4,25.83,103.32
2024-04-14,ORD-000944,Fitness Tracker,Wearables,North,2,384.05,768.1
2024-12-18,ORD-000945,Laptop Stand,Accessories,East,4,70.69,282.76
2024-11-07,ORD-000946,Fitness Tracker,Wearables,West,1,242.39,242.39
2024-10-31,ORD-000947,Soundbar,Audio,North,5,225.67,1128.35
2024-05-05,ORD-000948,Smart Thermostat,Smart Home,West,1,129.34,129.34
2024-04-07,ORD-000949,Gaming Console,Electronics,East,1,764.87,764.87
2024-08-24,ORD-000950,Smart Ring,Wearables,South,3,447.97,1343.91
2024-12-19,ORD-000951,AR Glasses,Wearables,South,1,325.9,325.9
2024-02-27,ORD-000952,Smart Ring,Wearables,South,5,90.69,453.45
2024-06-14,ORD-000953,Smart Lock,Smart Home,West,4,59.76,239.04
2024-08-20,ORD-000954,Tablet X,Electronics,North,2,844.41,1688.82
2024-03-04,ORD-000955,Earbuds Pro,Audio,North,2,251.34,502.68
2024-09-25,ORD-000956,"Smart TV 55""",Electronics,West,1,1060.88,1060.88
2024-10-08,ORD-000957,Smart Lock,Smart Home,West,4,238.94,955.76
2024-12-03,ORD-000958,Tablet X,Electronics,South,5,1394.69,6973.45
2024-08-02,ORD-000959,Phone Case,Accessories,East,1,22.51,22.51
2024-03-01,ORD-000960,Soundbar,Audio,South,2,122.4,244.8
2024-01-07,ORD-000961,USB-C Hub,Accessories,West,3,53.57,160.71
2024-11-07,ORD-000962,Smart Ring,Wearables,West,1,294.57,294.57
2024-08-20,ORD-000963,Phone Case,Accessories,West,4,51.21,204.84
2024-05-05,ORD-000964,Smartwatch Series 5,Wearables,East,1,320.54,320.54
2024-01-26,ORD-000965,Smart Lock,Smart Home,South,2,210.42,420.84
2024-03-15,ORD-000966,USB-C Hub,Accessories,North,1,55.72,55.72
2024-01-26,ORD-000967,Smart Lock,Smart Home,North,1,95.65,95.65
2024-11-08,ORD-000968,Fitness Tracker,Wearables,South,3,122.59,367.77
2024-02-17,ORD-000969,Health Monitor,Wearables,East,1,212.07,212.07
2024-08-06,ORD-000970,Earbuds Pro,Audio,North,1,317.2,317.2
2024-06-17,ORD-000971,Soundbar,Audio,West,3,73.04,219.12
2024-01-30,ORD-000972,Security Camera,Smart Home,North,5,183.07,915.35
2024-12-18,ORD-000973,Smart Lock,Smart Home,East,4,247.17,988.68
2024-09-26,ORD-000974,Health Monitor,Wearables,East,3,431.5,1294.5
2024-11-19,ORD-000975,Keyboard Cover,Accessories,West,5,49.37,246.85
2024-12-28,ORD-000976,Fitness Tracker,Wearables,East,2,447.64,895.28
2024-11-16,ORD-000977,USB-C Hub,Accessories,North,4,18.26,73.04
2024-01-24,ORD-000978,Keyboard Cover,Accessories,East,4,79.92,319.68
2024-01-06,ORD-000979,Studio Microphone,Audio,South,2,287.92,575.84
2024-06-02,ORD-000980,Earbuds Pro,Audio,East,3,282.85,848.55
2024-07-21,ORD-000981,Laptop Pro,Electronics,North,3,1122.99,3368.97
2024-12-10,ORD-000982,Phone Case,Accessories,West,3,33.13,99.39
2024-03-20,ORD-000983,Smartwatch Series 5,Wearables,West,4,340.53,1362.12
2024-01-29,ORD-000984,Smart Bulb Pack,Smart Home,East,4,131.73,526.92
2024-04-16,ORD-000985,Smart Bulb Pack,Smart Home,East,1,152.13,152.13
2024-01-16,ORD-000986,Wireless Headphones,Audio,East,3,340.27,1020.81
2024-11-06,ORD-000987,Health Monitor,Wearables,West,5,429.07,2145.35
2024-12-27,ORD-000988,Keyboard Cover,Accessories,East,3,18.17,54.51
2024-05-01,ORD-000989,Smartphone Ultra,Electronics,East,4,796.63,3186.52
2024-03-30,ORD-000990,AR Glasses,Wearables,North,3,147.25,441.75
2024-08-15,ORD-000991,Wireless Headphones,Audio,North,1,278.88,278.88
2024-09-04,ORD-000992,Health Monitor,Wearables,East,3,119.32,357.96
2024-09-21,ORD-000993,Bluetooth Speaker,Audio,South,1,276.22,276.22
2024-02-29,ORD-000994,USB-C Hub,Accessories,North,5,42.15,210.75
2024-02-14,ORD-000995,Wireless Headphones,Audio,East,5,249.85,1249.25
2024-01-12,ORD-000996,Smartwatch Series 5,Wearables,East,3,96.39,289.17
2024-05-21,ORD-000997,Screen Protector,Accessories,East,3,24.03,72.09
2024-05-20,ORD-000998,Smartwatch Series 5,Wearables,North,2,172.68,345.36
2024-04-15,ORD-000999,Gaming Console,Electronics,East,1,971.54,971.54
2024-10-20,ORD-001000,Smart Bulb Pack,Smart Home,South,3,89.62,268.86
